ed	margin	winning_party
62046	89.2	Republican
85012	89.2	Democratic
52064	89.2	Democratic
85044	89.2	Democratic
52055	89.2	Democratic
82013	89.2	Democratic
54053	89.3	Democratic
65043	89.3	Democratic
74024	89.3	Democratic
83025	89.3	Democratic
54037	89.3	Democratic
72015	89.3	Democratic
74004	89.3	Democratic
62029	89.3	Republican
47068	89.3	Democratic
68021	89.3	Democratic
77049	89.3	Democratic
84040	89.4	Democratic
68037	89.4	Democratic
84044	89.4	Democratic
87016	89.4	Democratic
71036	89.4	Democratic
82090	89.4	Democratic
82096	89.4	Democratic
85040	89.4	Democratic
37058	89.4	Democratic
71051	89.4	Democratic
84061	89.4	Democratic
84009	89.4	Democratic
84007	89.4	Democratic
86045	89.4	Democratic
26052	89.4	Democratic
59002	89.4	Democratic
52081	89.4	Democratic
54048	89.4	Democratic
54064	89.4	Democratic
78054	89.4	Democratic
85046	89.4	Democratic
78045	89.4	Democratic
78026	89.4	Democratic
62060	89.4	Republican
52076	89.4	Democratic
83086	89.4	Democratic
52083	89.4	Democratic
74006	89.4	Democratic
70004	89.5	Democratic
87017	89.5	Democratic
84050	89.5	Democratic
69100	89.5	Democratic
85064	89.5	Democratic
74002	89.5	Democratic
28002	89.5	Democratic
84029	89.5	Democratic
68084	89.5	Democratic
42053	89.5	Democratic
61027	89.5	Democratic
77038	89.5	Democratic
77054	89.5	Democratic
25002	89.5	Democratic
52033	89.5	Democratic
60019	89.5	Democratic
52048	89.5	Democratic
52056	89.5	Democratic
78047	89.5	Democratic
71032	89.5	Democratic
87006	89.5	Democratic
70087	89.5	Democratic
87010	89.5	Democratic
85058	89.5	Democratic
70013	89.5	Democratic
81039	89.5	Democratic
62021	89.6	Republican
25023	89.6	Democratic
37068	89.6	Democratic
31039	89.6	Democratic
68050	89.6	Democratic
87080	89.6	Democratic
26023	89.6	Democratic
69053	89.6	Democratic
43055	89.6	Democratic
71043	89.6	Democratic
59064	89.6	Democratic
60032	89.6	Democratic
84064	89.6	Democratic
83067	89.6	Democratic
74012	89.6	Democratic
44063	89.6	Democratic
84001	89.6	Democratic
81004	89.6	Democratic
87053	89.6	Democratic
79055	89.7	Democratic
78022	89.7	Democratic
72007	89.7	Democratic
26036	89.7	Democratic
77024	89.7	Democratic
60038	89.7	Democratic
71047	89.7	Democratic
70049	89.7	Democratic
64003	89.7	Republican
64010	89.7	Republican
68023	89.7	Democratic
85059	89.7	Democratic
54061	89.7	Democratic
61060	89.7	Democratic
78046	89.7	Democratic
30062	89.7	Democratic
86027	89.7	Democratic
70083	89.7	Democratic
81035	89.7	Democratic
87082	89.7	Democratic
33049	89.7	Democratic
87034	89.7	Democratic
71042	89.7	Democratic
44036	89.7	Democratic
59001	89.7	Democratic
74026	89.7	Democratic
44063	89.7	Democratic
60018	89.7	Democratic
86015	89.7	Democratic
26057	89.8	Democratic
84028	89.8	Democratic
42070	89.8	Democratic
87039	89.8	Democratic
23070	89.8	Democratic
85056	89.8	Democratic
85038	89.8	Democratic
81005	89.8	Democratic
41043	89.8	Democratic
71009	89.8	Democratic
71052	89.8	Democratic
82071	89.8	Democratic
68076	89.8	Democratic
68089	89.8	Democratic
77009	89.8	Democratic
55027	89.8	Democratic
50051	89.8	Democratic
29033	89.9	Democratic
77042	89.9	Democratic
70063	89.9	Democratic
26048	89.9	Democratic
52048	89.9	Democratic
72017	89.9	Democratic
80017	89.9	Democratic
85062	89.9	Democratic
87047	89.9	Democratic
46012	89.9	Democratic
71038	89.9	Democratic
27002	89.9	Democratic
70010	89.9	Democratic
44072	89.9	Democratic
84026	89.9	Democratic
60084	89.9	Democratic
78051	89.9	Democratic
70007	89.9	Democratic
82074	89.9	Democratic
52087	89.9	Democratic
70053	89.9	Democratic
68048	89.9	Democratic
86031	89.9	Democratic
85022	89.9	Democratic
23032	89.9	Democratic
71092	89.9	Democratic
35030	90.0	Democratic
25026	90.0	Democratic
25009	90.0	Democratic
54044	90.0	Democratic
54055	90.0	Democratic
52106	90.0	Democratic
68090	90.0	Democratic
55040	90.0	Democratic
59074	90.0	Democratic
77058	90.0	Democratic
42024	90.0	Democratic
60025	90.0	Democratic
78022	90.0	Democratic
87001	90.0	Democratic
85038	90.0	Democratic
87052	90.0	Democratic
86024	90.0	Democratic
81002	90.0	Democratic
87014	90.0	Democratic
71027	90.0	Democratic
51057	90.0	Democratic
51045	90.0	Democratic
68099	90.1	Democratic
60081	90.1	Democratic
54029	90.1	Democratic
87085	90.1	Democratic
71028	90.1	Democratic
60053	90.1	Democratic
44076	90.1	Democratic
25018	90.1	Democratic
82074	90.1	Democratic
85042	90.1	Democratic
75072	90.1	Democratic
81070	90.1	Democratic
62035	90.1	Republican
87056	90.1	Democratic
27041	90.1	Democratic
70078	90.1	Democratic
31027	90.1	Democratic
85006	90.1	Democratic
52059	90.2	Democratic
70080	90.2	Democratic
68062	90.2	Democratic
71022	90.2	Democratic
81020	90.2	Democratic
54074	90.2	Democratic
41041	90.2	Democratic
80052	90.2	Democratic
84025	90.2	Democratic
71048	90.2	Democratic
24055	90.2	Democratic
82015	90.2	Democratic
78009	90.2	Democratic
26033	90.2	Democratic
78020	90.2	Democratic
25057	90.2	Democratic
85005	90.2	Democratic
44078	90.2	Democratic
84004	90.2	Democratic
61026	90.2	Democratic
85051	90.2	Democratic
68030	90.2	Democratic
87060	90.2	Democratic
83066	90.3	Democratic
79016	90.3	Democratic
87050	90.3	Democratic
23042	90.3	Democratic
45046	90.3	Democratic
79042	90.3	Democratic
46004	90.3	Democratic
65056	90.3	Democratic
72047	90.3	Democratic
37018	90.3	Democratic
70035	90.3	Democratic
77019	90.3	Democratic
42053	90.3	Democratic
70047	90.3	Democratic
23067	90.3	Democratic
60044	90.3	Democratic
42004	90.3	Democratic
86039	90.3	Democratic
52086	90.3	Democratic
81036	90.3	Democratic
85067	90.3	Democratic
26026	90.3	Democratic
26037	90.3	Democratic
52056	90.3	Democratic
25024	90.3	Democratic
85070	90.3	Democratic
54052	90.3	Democratic
78010	90.4	Democratic
78024	90.4	Democratic
80074	90.4	Democratic
78028	90.4	Democratic
50014	90.4	Democratic
68047	90.4	Democratic
87024	90.4	Democratic
29063	90.4	Democratic
68018	90.4	Democratic
68040	90.4	Democratic
68070	90.4	Democratic
80014	90.4	Democratic
54035	90.4	Democratic
54028	90.4	Democratic
59012	90.4	Democratic
81006	90.4	Democratic
65018	90.4	Democratic
82072	90.5	Democratic
85034	90.5	Democratic
52066	90.5	Democratic
55098	90.5	Democratic
41054	90.5	Democratic
52087	90.5	Democratic
34059	90.5	Democratic
85045	90.5	Democratic
51035	90.5	Democratic
25022	90.5	Democratic
84033	90.5	Democratic
81051	90.5	Democratic
54074	90.5	Democratic
55016	90.5	Democratic
52031	90.5	Democratic
77050	90.5	Democratic
87060	90.5	Democratic
87057	90.5	Democratic
87051	90.5	Democratic
86049	90.5	Democratic
72002	90.5	Democratic
60022	90.5	Democratic
68067	90.5	Democratic
85080	90.5	Democratic
69096	90.5	Democratic
27035	90.5	Democratic
26041	90.5	Democratic
38035	90.5	Democratic
85026	90.5	Democratic
83078	90.5	Democratic
79026	90.5	Democratic
77061	90.6	Democratic
60034	90.6	Democratic
71086	90.6	Democratic
80060	90.6	Democratic
43035	90.6	Democratic
84001	90.6	Democratic
70009	90.6	Democratic
84002	90.6	Democratic
72071	90.6	Democratic
33032	90.6	Democratic
78011	90.6	Democratic
85039	90.6	Democratic
60003	90.6	Democratic
79052	90.6	Democratic
44078	90.6	Democratic
72030	90.6	Democratic
70036	90.6	Democratic
83038	90.6	Democratic
71036	90.6	Democratic
71034	90.6	Democratic
71026	90.6	Democratic
83047	90.6	Democratic
70050	90.6	Democratic
65040	90.6	Democratic
84012	90.6	Democratic
55045	90.6	Democratic
46015	90.6	Democratic
26070	90.6	Democratic
52074	90.6	Democratic
87072	90.7	Democratic
60056	90.7	Democratic
60069	90.7	Democratic
59014	90.7	Democratic
50085	90.7	Democratic
70044	90.7	Democratic
59008	90.7	Democratic
70060	90.7	Democratic
54034	90.7	Democratic
54048	90.7	Democratic
33073	90.7	Democratic
59013	90.7	Democratic
84065	90.7	Democratic
81004	90.7	Democratic
23034	90.7	Democratic
68034	90.7	Democratic
60003	90.7	Democratic
52054	90.7	Democratic
84068	90.7	Democratic
82099	90.7	Democratic
54019	90.7	Democratic
79017	90.7	Democratic
68041	90.8	Democratic
85021	90.8	Democratic
59015	90.8	Democratic
46013	90.8	Democratic
66020	90.8	Democratic
82080	90.8	Democratic
71089	90.8	Democratic
52086	90.8	Democratic
59068	90.8	Democratic
81046	90.8	Democratic
52040	90.8	Democratic
52083	90.8	Democratic
86018	90.8	Democratic
56016	90.8	Democratic
27011	90.8	Democratic
70030	90.8	Democratic
86014	90.8	Democratic
84063	90.8	Democratic
72035	90.8	Democratic
81089	90.8	Democratic
52074	90.8	Democratic
85001	90.8	Democratic
83052	90.8	Democratic
84020	90.9	Democratic
26074	90.9	Democratic
84019	90.9	Democratic
60031	90.9	Democratic
87027	90.9	Democratic
70042	90.9	Democratic
26007	90.9	Democratic
68028	90.9	Democratic
71024	90.9	Democratic
32002	90.9	Democratic
51049	90.9	Democratic
51071	90.9	Democratic
84006	90.9	Democratic
87031	90.9	Democratic
87042	90.9	Democratic
83048	90.9	Democratic
61033	90.9	Democratic
87050	90.9	Democratic
42031	90.9	Democratic
86035	90.9	Democratic
41053	90.9	Democratic
71048	90.9	Democratic
54043	90.9	Democratic
79067	90.9	Democratic
82077	90.9	Democratic
60060	91.0	Democratic
60054	91.0	Democratic
26063	91.0	Democratic
82073	91.0	Democratic
26020	91.0	Democratic
54039	91.0	Democratic
83011	91.0	Democratic
42048	91.0	Democratic
68093	91.0	Democratic
85065	91.0	Democratic
70089	91.0	Democratic
80063	91.0	Democratic
54002	91.0	Democratic
52061	91.0	Democratic
78023	91.0	Democratic
85015	91.0	Democratic
26044	91.0	Democratic
85049	91.0	Democratic
26032	91.0	Democratic
85020	91.0	Democratic
74004	91.0	Democratic
74013	91.0	Democratic
42019	91.1	Democratic
42073	91.1	Democratic
37048	91.1	Democratic
43065	91.1	Democratic
83070	91.1	Democratic
87056	91.1	Democratic
29028	91.1	Democratic
72050	91.1	Democratic
59004	91.1	Democratic
60006	91.1	Democratic
60038	91.1	Democratic
68025	91.1	Democratic
70070	91.1	Democratic
87063	91.1	Democratic
68057	91.1	Democratic
70041	91.1	Democratic
25001	91.1	Democratic
26006	91.1	Democratic
56010	91.1	Democratic
60053	91.2	Democratic
60024	91.2	Democratic
79032	91.2	Democratic
65037	91.2	Democratic
81007	91.2	Democratic
70089	91.2	Democratic
84061	91.2	Democratic
68058	91.2	Democratic
74030	91.2	Democratic
79023	91.2	Democratic
71015	91.2	Democratic
68025	91.2	Democratic
42004	91.2	Democratic
25061	91.2	Democratic
52089	91.2	Democratic
81096	91.2	Democratic
51067	91.2	Democratic
87048	91.2	Democratic
42007	91.2	Democratic
54049	91.2	Democratic
78052	91.2	Democratic
44036	91.2	Democratic
52021	91.3	Democratic
83064	91.3	Democratic
71011	91.3	Democratic
71035	91.3	Democratic
51007	91.3	Democratic
70043	91.3	Democratic
43039	91.3	Democratic
55009	91.3	Democratic
74029	91.3	Democratic
54029	91.3	Democratic
26025	91.3	Democratic
78025	91.3	Democratic
70052	91.3	Democratic
26002	91.3	Democratic
74037	91.3	Democratic
75046	91.3	Democratic
85052	91.3	Democratic
37005	91.3	Democratic
74028	91.3	Democratic
65062	91.3	Democratic
62034	91.3	Republican
42046	91.3	Democratic
54079	91.3	Democratic
60013	91.3	Democratic
55014	91.3	Democratic
54007	91.3	Democratic
52089	91.3	Democratic
85025	91.3	Democratic
78013	91.3	Democratic
82102	91.3	Democratic
59010	91.4	Democratic
60064	91.4	Democratic
71012	91.4	Democratic
80014	91.4	Democratic
87006	91.4	Democratic
87028	91.4	Democratic
68057	91.4	Democratic
68062	91.4	Democratic
84075	91.4	Democratic
87041	91.4	Democratic
63041	91.4	Democratic
82075	91.4	Democratic
71005	91.4	Democratic
44068	91.4	Democratic
42010	91.4	Democratic
43038	91.4	Democratic
42046	91.4	Democratic
86017	91.4	Democratic
86024	91.4	Democratic
29040	91.4	Democratic
87055	91.4	Democratic
80046	91.4	Democratic
52076	91.4	Democratic
82079	91.4	Democratic
52062	91.4	Democratic
74002	91.4	Democratic
54033	91.4	Democratic
77002	91.4	Democratic
55019	91.5	Democratic
55045	91.5	Democratic
61056	91.5	Democratic
55066	91.5	Democratic
42017	91.5	Democratic
52075	91.5	Democratic
62032	91.5	Republican
74033	91.5	Democratic
71026	91.5	Democratic
77057	91.5	Democratic
77059	91.5	Democratic
78017	91.5	Democratic
51012	91.5	Democratic
50062	91.5	Democratic
87037	91.5	Democratic
85063	91.5	Democratic
85024	91.5	Democratic
42010	91.5	Democratic
82087	91.5	Democratic
82078	91.5	Democratic
82104	91.5	Democratic
33060	91.5	Democratic
84010	91.6	Democratic
52073	91.6	Democratic
54005	91.6	Democratic
75021	91.6	Democratic
24027	91.6	Democratic
83082	91.6	Democratic
78029	91.6	Democratic
85026	91.6	Democratic
68032	91.6	Democratic
85042	91.6	Democratic
54060	91.6	Democratic
55049	91.6	Democratic
50038	91.6	Democratic
33037	91.6	Democratic
70013	91.6	Democratic
79077	91.6	Democratic
80074	91.6	Democratic
52073	91.6	Democratic
86040	91.6	Democratic
69057	91.6	Democratic
43029	91.6	Democratic
82076	91.6	Democratic
87038	91.7	Democratic
86023	91.7	Democratic
70024	91.7	Democratic
25003	91.7	Democratic
74017	91.7	Democratic
82075	91.7	Democratic
72075	91.7	Democratic
30032	91.7	Democratic
71004	91.7	Democratic
85058	91.7	Democratic
75040	91.7	Democratic
37035	91.7	Democratic
83015	91.7	Democratic
60070	91.7	Democratic
60079	91.7	Democratic
33043	91.7	Democratic
70008	91.7	Democratic
29059	91.7	Democratic
77032	91.7	Democratic
26023	91.7	Democratic
78002	91.7	Democratic
85025	91.7	Democratic
26047	91.7	Democratic
85001	91.7	Democratic
84063	91.7	Democratic
84028	91.7	Democratic
84015	91.7	Democratic
68092	91.7	Democratic
68096	91.7	Democratic
82101	91.7	Democratic
87080	91.7	Democratic
23018	91.7	Democratic
59041	91.7	Democratic
70014	91.8	Democratic
77016	91.8	Democratic
77044	91.8	Democratic
60044	91.8	Democratic
77053	91.8	Democratic
41030	91.8	Democratic
79038	91.8	Democratic
55068	91.8	Democratic
85014	91.8	Democratic
60026	91.8	Democratic
78051	91.8	Democratic
42006	91.8	Democratic
70073	91.8	Democratic
70046	91.8	Democratic
86054	91.8	Democratic
81091	91.8	Democratic
60015	91.8	Democratic
52072	91.8	Democratic
33072	91.8	Democratic
55027	91.8	Democratic
60009	91.8	Democratic
25042	91.8	Democratic
52053	91.8	Democratic
60024	91.8	Democratic
60014	91.8	Democratic
87040	91.8	Democratic
87049	91.8	Democratic
84019	91.9	Democratic
78016	91.9	Democratic
74024	91.9	Democratic
84070	91.9	Democratic
54071	91.9	Democratic
82084	91.9	Democratic
84051	91.9	Democratic
42007	91.9	Democratic
84003	91.9	Democratic
42057	91.9	Democratic
70050	91.9	Democratic
87019	91.9	Democratic
86032	91.9	Democratic
83050	91.9	Democratic
86016	91.9	Democratic
71021	91.9	Democratic
87055	91.9	Democratic
71047	91.9	Democratic
70085	91.9	Democratic
70076	91.9	Democratic
43037	91.9	Democratic
82109	92.0	Democratic
83003	92.0	Democratic
33038	92.0	Democratic
87058	92.0	Democratic
77001	92.0	Democratic
70015	92.0	Democratic
79026	92.0	Democratic
60086	92.0	Democratic
87054	92.0	Democratic
60085	92.0	Democratic
55014	92.0	Democratic
25059	92.0	Democratic
55085	92.0	Democratic
55062	92.0	Democratic
28016	92.0	Democratic
82102	92.0	Democratic
42071	92.0	Democratic
85049	92.0	Democratic
86009	92.0	Democratic
42030	92.0	Democratic
81005	92.0	Democratic
23033	92.0	Democratic
42055	92.0	Democratic
77031	92.0	Democratic
85046	92.0	Democratic
69102	92.1	Democratic
82090	92.1	Democratic
27039	92.1	Democratic
62022	92.1	Republican
81083	92.1	Democratic
81040	92.1	Democratic
87075	92.1	Democratic
43043	92.1	Democratic
87028	92.2	Democratic
84007	92.2	Democratic
82101	92.2	Democratic
70045	92.2	Democratic
46009	92.2	Democratic
77022	92.2	Democratic
81098	92.2	Democratic
71042	92.2	Democratic
70040	92.2	Democratic
43070	92.2	Democratic
78027	92.2	Democratic
55085	92.2	Democratic
42003	92.2	Democratic
71087	92.2	Democratic
54075	92.2	Democratic
55100	92.2	Democratic
60006	92.2	Democratic
61008	92.2	Democratic
60008	92.2	Democratic
54032	92.2	Democratic
36059	92.2	Democratic
56037	92.2	Democratic
25044	92.2	Democratic
56047	92.2	Democratic
55037	92.3	Democratic
83013	92.3	Democratic
52062	92.3	Democratic
83021	92.3	Democratic
43068	92.3	Democratic
54031	92.3	Democratic
42071	92.3	Democratic
84031	92.3	Democratic
87007	92.3	Democratic
56066	92.3	Democratic
55002	92.3	Democratic
55041	92.3	Democratic
59073	92.3	Democratic
82013	92.3	Democratic
60045	92.3	Democratic
84042	92.3	Democratic
83084	92.3	Democratic
42002	92.3	Democratic
42021	92.3	Democratic
79073	92.3	Democratic
70053	92.3	Democratic
26003	92.3	Democratic
69056	92.3	Democratic
68083	92.3	Democratic
82070	92.3	Democratic
70033	92.3	Democratic
78012	92.3	Democratic
70023	92.4	Democratic
70072	92.4	Democratic
56011	92.4	Democratic
78026	92.4	Democratic
87062	92.4	Democratic
68091	92.4	Democratic
70003	92.4	Democratic
68059	92.4	Democratic
33041	92.4	Democratic
78053	92.4	Democratic
53058	92.4	Democratic
30059	92.4	Democratic
87087	92.4	Democratic
41034	92.4	Democratic
77062	92.4	Democratic
42028	92.4	Democratic
56059	92.4	Democratic
42057	92.4	Democratic
29070	92.4	Democratic
71091	92.4	Democratic
83029	92.4	Democratic
68045	92.4	Democratic
86025	92.5	Democratic
27037	92.5	Democratic
54011	92.5	Democratic
84077	92.5	Democratic
86044	92.5	Democratic
70037	92.5	Democratic
70020	92.5	Democratic
85051	92.5	Democratic
33059	92.5	Democratic
50003	92.5	Democratic
70043	92.5	Democratic
30004	92.5	Democratic
79011	92.5	Democratic
84029	92.5	Democratic
83022	92.5	Democratic
70025	92.5	Democratic
30016	92.5	Democratic
84023	92.5	Democratic
54062	92.5	Democratic
26045	92.5	Democratic
85024	92.5	Democratic
42055	92.5	Democratic
79054	92.5	Democratic
56077	92.5	Democratic
70084	92.5	Democratic
68063	92.6	Democratic
60064	92.6	Democratic
68031	92.6	Democratic
46006	92.6	Democratic
87084	92.6	Democratic
55020	92.6	Democratic
55091	92.6	Democratic
56029	92.6	Democratic
81040	92.6	Democratic
59007	92.6	Democratic
82071	92.6	Democratic
82084	92.6	Democratic
60014	92.6	Democratic
79061	92.6	Democratic
60052	92.6	Democratic
78064	92.6	Democratic
44061	92.6	Democratic
52091	92.6	Democratic
86029	92.6	Democratic
79010	92.6	Democratic
25005	92.6	Democratic
23038	92.6	Democratic
54075	92.6	Democratic
51074	92.6	Democratic
52072	92.6	Democratic
86002	92.6	Democratic
84012	92.7	Democratic
71030	92.7	Democratic
56048	92.7	Democratic
55017	92.7	Democratic
54063	92.7	Democratic
54046	92.7	Democratic
42016	92.7	Democratic
71066	92.7	Democratic
41051	92.7	Democratic
85081	92.7	Democratic
70011	92.7	Democratic
68081	92.7	Democratic
53004	92.7	Democratic
87047	92.7	Democratic
42056	92.7	Democratic
83035	92.7	Democratic
70062	92.7	Democratic
77021	92.7	Democratic
77043	92.7	Democratic
83058	92.7	Democratic
71007	92.7	Democratic
70032	92.8	Democratic
87034	92.8	Democratic
52075	92.8	Democratic
51034	92.8	Democratic
52065	92.8	Democratic
52058	92.8	Democratic
55028	92.8	Democratic
42006	92.8	Democratic
45045	92.8	Democratic
46013	92.8	Democratic
42042	92.8	Democratic
68068	92.8	Democratic
71090	92.8	Democratic
81003	92.8	Democratic
70080	92.8	Democratic
77035	92.8	Democratic
84050	92.8	Democratic
33067	92.8	Democratic
56014	92.8	Democratic
81013	92.8	Democratic
71093	92.8	Democratic
71017	92.8	Democratic
55037	92.8	Democratic
52065	92.8	Democratic
83080	92.8	Democratic
55057	92.8	Democratic
52060	92.8	Democratic
33048	92.9	Democratic
69097	92.9	Democratic
51009	92.9	Democratic
23066	92.9	Democratic
87089	92.9	Democratic
74026	92.9	Democratic
72056	92.9	Democratic
78043	92.9	Democratic
87061	92.9	Democratic
85045	92.9	Democratic
55004	92.9	Democratic
42044	92.9	Democratic
85037	92.9	Democratic
72014	92.9	Democratic
41043	92.9	Democratic
52071	92.9	Democratic
86059	92.9	Democratic
86046	92.9	Democratic
55072	92.9	Democratic
85050	92.9	Democratic
87022	92.9	Democratic
83023	92.9	Democratic
71035	92.9	Democratic
55029	92.9	Democratic
42049	92.9	Democratic
60012	92.9	Democratic
84004	92.9	Democratic
35001	92.9	Democratic
68064	92.9	Democratic
87067	93.0	Democratic
71024	93.0	Democratic
87030	93.0	Democratic
83014	93.0	Democratic
59065	93.0	Democratic
54069	93.0	Democratic
36028	93.0	Democratic
61021	93.0	Democratic
79071	93.0	Democratic
79006	93.0	Democratic
54011	93.0	Democratic
77052	93.0	Democratic
43031	93.0	Democratic
26075	93.0	Democratic
86021	93.0	Democratic
56028	93.0	Democratic
52079	93.0	Democratic
70022	93.0	Democratic
70047	93.0	Democratic
60057	93.0	Democratic
54012	93.0	Democratic
86022	93.0	Democratic
79057	93.0	Democratic
70077	93.0	Democratic
55074	93.0	Democratic
42018	93.0	Democratic
60065	93.0	Democratic
55008	93.0	Democratic
60081	93.0	Democratic
79056	93.1	Democratic
70058	93.1	Democratic
26026	93.1	Democratic
30043	93.1	Democratic
33033	93.1	Democratic
87025	93.1	Democratic
70045	93.1	Democratic
60007	93.1	Democratic
79023	93.1	Democratic
42011	93.1	Democratic
65028	93.1	Democratic
77029	93.1	Democratic
43040	93.1	Democratic
55072	93.1	Democratic
59076	93.1	Democratic
79037	93.1	Democratic
33055	93.1	Democratic
87088	93.1	Democratic
87059	93.1	Democratic
68029	93.1	Democratic
33045	93.1	Democratic
60028	93.1	Democratic
55050	93.1	Democratic
51022	93.1	Democratic
87086	93.2	Democratic
52057	93.2	Democratic
42019	93.2	Democratic
68017	93.2	Democratic
87078	93.2	Democratic
70039	93.2	Democratic
60060	93.2	Democratic
41067	93.2	Democratic
33044	93.2	Democratic
65083	93.2	Democratic
71027	93.2	Democratic
70091	93.2	Democratic
60029	93.2	Democratic
87030	93.2	Democratic
71092	93.2	Democratic
68053	93.2	Democratic
29027	93.2	Democratic
50092	93.2	Democratic
56007	93.2	Democratic
86061	93.2	Democratic
68049	93.2	Democratic
60035	93.2	Democratic
43067	93.2	Democratic
85017	93.2	Democratic
41040	93.2	Democratic
51073	93.2	Democratic
79079	93.3	Democratic
26050	93.3	Democratic
86041	93.3	Democratic
25043	93.3	Democratic
43042	93.3	Democratic
60021	93.3	Democratic
55018	93.3	Democratic
70018	93.3	Democratic
70048	93.3	Democratic
85029	93.3	Democratic
60026	93.3	Democratic
59047	93.3	Democratic
54076	93.3	Democratic
83008	93.3	Democratic
33036	93.3	Democratic
33063	93.3	Democratic
79041	93.3	Democratic
33046	93.3	Democratic
38009	93.3	Democratic
84032	93.3	Democratic
81011	93.3	Democratic
68081	93.3	Democratic
77033	93.3	Democratic
81011	93.3	Democratic
57019	93.3	Democratic
87011	93.3	Democratic
71017	93.3	Democratic
77017	93.3	Democratic
62037	93.3	Republican
33066	93.3	Democratic
25007	93.4	Democratic
36015	93.4	Democratic
87052	93.4	Democratic
55033	93.4	Democratic
60066	93.4	Democratic
68082	93.4	Democratic
33057	93.4	Democratic
42031	93.4	Democratic
56079	93.4	Democratic
59005	93.4	Democratic
59066	93.4	Democratic
54070	93.4	Democratic
85016	93.4	Democratic
69101	93.4	Democratic
82094	93.4	Democratic
68066	93.4	Democratic
68018	93.4	Democratic
87001	93.4	Democratic
68034	93.4	Democratic
60033	93.4	Democratic
56040	93.4	Democratic
79001	93.4	Democratic
26027	93.4	Democratic
68088	93.4	Democratic
60050	93.5	Democratic
83075	93.5	Democratic
83030	93.5	Democratic
71019	93.5	Democratic
71068	93.5	Democratic
54001	93.5	Democratic
56002	93.5	Democratic
83017	93.5	Democratic
56025	93.5	Democratic
51071	93.5	Democratic
77006	93.5	Democratic
25056	93.5	Democratic
60054	93.5	Democratic
70055	93.5	Democratic
68047	93.5	Democratic
26024	93.5	Democratic
70016	93.5	Democratic
60050	93.5	Democratic
86028	93.5	Democratic
84078	93.5	Democratic
86040	93.5	Democratic
78014	93.5	Democratic
54038	93.5	Democratic
86034	93.5	Democratic
41033	93.5	Democratic
68059	93.5	Democratic
41031	93.5	Democratic
68044	93.6	Democratic
31026	93.6	Democratic
26076	93.6	Democratic
51072	93.6	Democratic
68087	93.6	Democratic
55018	93.6	Democratic
85069	93.6	Democratic
60068	93.6	Democratic
78012	93.6	Democratic
29017	93.6	Democratic
33071	93.6	Democratic
33039	93.6	Democratic
51023	93.6	Democratic
52053	93.6	Democratic
43063	93.6	Democratic
42023	93.7	Democratic
79084	93.7	Democratic
85065	93.7	Democratic
70030	93.7	Democratic
77037	93.7	Democratic
77068	93.7	Democratic
56080	93.7	Democratic
30025	93.7	Democratic
33064	93.7	Democratic
79055	93.7	Democratic
70062	93.7	Democratic
77012	93.7	Democratic
87079	93.7	Democratic
55079	93.7	Democratic
55055	93.7	Democratic
86056	93.7	Democratic
86039	93.7	Democratic
82078	93.7	Democratic
55003	93.7	Democratic
55002	93.7	Democratic
60084	93.7	Democratic
55025	93.7	Democratic
50063	93.7	Democratic
43010	93.7	Democratic
68088	93.7	Democratic
83049	93.7	Democratic
77036	93.7	Democratic
77020	93.7	Democratic
42027	93.7	Democratic
71015	93.8	Democratic
42026	93.8	Democratic
84036	93.8	Democratic
31045	93.8	Democratic
42015	93.8	Democratic
79052	93.8	Democratic
55058	93.8	Democratic
83063	93.8	Democratic
52060	93.8	Democratic
54012	93.8	Democratic
43066	93.8	Democratic
60041	93.8	Democratic
50072	93.8	Democratic
56020	93.8	Democratic
84037	93.8	Democratic
25047	93.8	Democratic
87077	93.8	Democratic
82088	93.8	Democratic
84030	93.8	Democratic
70071	93.8	Democratic
71019	93.8	Democratic
29056	93.8	Democratic
71089	93.8	Democratic
78010	93.8	Democratic
86056	93.8	Democratic
34043	93.8	Democratic
41034	93.8	Democratic
59016	93.8	Democratic
84011	93.8	Democratic
77065	93.9	Democratic
87087	93.9	Democratic
81097	93.9	Democratic
87081	93.9	Democratic
55055	93.9	Democratic
25020	93.9	Democratic
54013	93.9	Democratic
54041	93.9	Democratic
83005	93.9	Democratic
25031	93.9	Democratic
71014	93.9	Democratic
77027	93.9	Democratic
55076	93.9	Democratic
42008	93.9	Democratic
42050	93.9	Democratic
42040	93.9	Democratic
33058	93.9	Democratic
51023	93.9	Democratic
43003	93.9	Democratic
68065	93.9	Democratic
63042	93.9	Democratic
70052	93.9	Democratic
71038	93.9	Democratic
34060	94.0	Democratic
42013	94.0	Democratic
41037	94.0	Democratic
68097	94.0	Democratic
39013	94.0	Democratic
71094	94.0	Democratic
70059	94.0	Democratic
81096	94.0	Democratic
82105	94.0	Democratic
78001	94.0	Democratic
83077	94.0	Democratic
77032	94.0	Democratic
29031	94.0	Democratic
33053	94.0	Democratic
61055	94.0	Democratic
33070	94.0	Democratic
52066	94.0	Democratic
54002	94.0	Democratic
54028	94.0	Democratic
86057	94.0	Democratic
23032	94.0	Democratic
23067	94.0	Democratic
81010	94.1	Democratic
87032	94.1	Democratic
25053	94.1	Democratic
79053	94.1	Democratic
26039	94.1	Democratic
60036	94.1	Democratic
52055	94.1	Democratic
70031	94.1	Democratic
55064	94.1	Democratic
